Sample ID,H₂,CH₄,C₂H₆,C₂H₄,C₂H₂,CO,CO₂,State,State Name
749,618.63,239.21,569.67,387.51,288.56,1538.77,29936.38,3,Poor
750,246.34,263.86,371.28,287.37,192.31,1340.55,29397.85,3,Poor
751,591.21,160.74,505.33,369.88,331.74,1095.73,16499.81,3,Poor
752,328.95,308.63,818.66,459.03,170.4,1163.31,34067.22,3,Poor
753,119.82,174.67,557.81,399.11,139.22,1475.15,24481.06,3,Poor
754,261.34,200.84,437.35,314.63,174.51,1472.02,27399.48,3,Poor
755,565.35,279.95,473.56,466.74,277.09,1286.16,32304.58,3,Poor
756,407.51,315.79,662.08,624.05,232.4,1505.71,36391.2,3,Poor
757,215.71,206.5,374.73,369.33,287.64,1626.26,29860.72,3,Poor
758,328.76,152.34,400.59,400.04,239.77,1112.49,27157.28,3,Poor
759,245.04,309.41,589.46,328.59,236.8,1515.53,24400.16,3,Poor
760,477.82,235.74,328.95,488.88,274.58,1223.03,35490.43,3,Poor
761,408.09,175.35,276.82,410.41,244.63,1062.85,23763.67,3,Poor
762,325.62,335.72,466.61,546.79,153.6,1293.15,27448.6,3,Poor
763,407.52,333.25,548.21,532.68,205.86,1205.54,15114.9,3,Poor
764,309.77,189.43,313.99,373.61,177.89,1056.3,30477.26,3,Poor
765,456.76,219.55,563.59,636.16,214.44,1280.81,28714.92,3,Poor
766,270.47,280.84,508.26,438.64,204.98,920.8,17439.59,3,Poor
767,387.74,297.11,479.39,549.07,271.94,1189.94,31513.03,3,Poor
768,454.73,143.0,217.5,488.71,180.74,1527.22,28113.35,3,Poor
769,363.99,220.71,430.84,327.39,233.27,1398.61,34516.2,3,Poor
770,319.49,193.24,448.46,306.08,144.34,998.67,31689.84,3,Poor
771,301.91,203.13,448.81,403.11,114.1,1235.12,29751.44,3,Poor
772,475.48,249.74,649.15,586.98,310.08,1391.59,28922.92,3,Poor
773,270.72,129.96,145.5,287.84,155.13,1059.07,31060.28,3,Poor
774,370.98,227.42,596.02,379.54,314.34,1408.65,32438.15,3,Poor
775,314.07,242.91,465.28,479.01,296.69,1118.65,21326.89,3,Poor
776,304.65,321.54,529.37,677.38,197.71,1510.33,31958.49,3,Poor
777,484.02,258.53,510.99,448.46,139.47,1009.17,27256.76,3,Poor
778,372.85,348.52,527.95,432.11,218.57,1432.55,23116.37,3,Poor
779,366.15,169.45,364.52,495.89,247.42,1073.82,22135.17,3,Poor
780,579.48,213.07,516.14,544.16,264.85,1367.88,27678.13,3,Poor
781,568.09,255.47,507.13,428.58,157.63,1182.73,31914.64,3,Poor
782,534.94,146.08,371.02,353.89,187.31,1386.43,27012.59,3,Poor
783,246.74,134.54,460.23,376.35,143.55,1647.86,31352.45,3,Poor
784,349.51,198.66,605.1,560.23,254.14,1098.23,35642.46,3,Poor
785,423.5,162.65,392.1,418.89,188.95,1070.68,17745.07,3,Poor
786,524.37,260.07,400.94,334.49,304.12,1448.8,35869.35,3,Poor
787,240.52,155.54,270.66,435.22,238.21,1549.81,32975.68,3,Poor
788,460.07,259.41,434.88,466.82,286.56,901.57,35299.95,3,Poor
789,285.26,144.51,405.52,316.98,176.92,1343.3,24143.93,3,Poor
790,534.09,215.96,541.21,367.38,214.56,1575.52,36606.74,3,Poor
791,535.0,278.07,352.48,395.24,241.34,1095.57,29273.11,3,Poor
792,549.66,262.69,435.53,462.82,251.51,1232.63,44330.88,3,Poor
793,388.3,191.19,275.23,470.76,263.85,1219.34,34973.22,3,Poor
794,361.76,169.26,452.43,388.87,153.68,1486.87,31915.16,3,Poor
795,453.53,313.64,526.38,714.15,265.41,1150.66,24662.06,3,Poor
796,285.43,197.89,361.04,391.14,190.92,962.54,21670.99,3,Poor
797,261.91,118.8,573.33,359.33,274.63,1431.79,32053.92,3,Poor
798,354.48,116.37,297.36,537.68,196.47,1218.21,32471.65,3,Poor
799,238.91,208.7,488.29,352.47,107.5,897.98,35188.06,3,Poor
800,418.73,206.09,377.7,439.95,268.07,1681.6,30789.58,3,Poor
801,618.82,482.51,880.5,699.29,486.59,1521.7,61254.45,4,Very Poor
802,950.47,430.97,835.08,638.76,403.09,3248.71,70191.24,4,Very Poor
803,915.01,460.85,1154.76,886.54,351.91,2547.9,52354.29,4,Very Poor
804,924.82,421.07,954.82,1070.87,737.41,1394.05,33257.02,4,Very Poor
805,485.24,307.66,693.12,553.22,713.89,2905.93,77491.48,4,Very Poor
806,737.29,520.94,629.2,828.36,314.31,1523.44,50614.62,4,Very Poor
807,735.76,521.37,1492.53,959.23,271.73,2199.04,57157.16,4,Very Poor
808,443.98,377.57,1057.25,698.56,137.19,2254.45,29302.02,4,Very Poor
809,809.11,547.61,1323.98,1444.02,469.61,2309.27,61901.55,4,Very Poor
810,695.83,347.24,1012.05,806.7,250.41,2693.62,51750.0,4,Very Poor
811,901.04,292.95,599.01,906.37,449.25,2173.19,65801.33,4,Very Poor
812,1146.9,530.11,837.91,697.13,513.7,1237.57,38581.67,4,Very Poor
813,651.0,272.15,987.48,704.64,213.93,1113.73,34434.71,4,Very Poor
814,417.53,293.11,730.46,416.95,364.16,1619.29,37888.43,4,Very Poor
815,396.52,434.19,1228.85,1046.47,467.45,2226.26,72488.56,4,Very Poor
816,836.05,500.43,849.7,715.3,648.3,2321.21,59737.33,4,Very Poor
817,1052.72,386.21,711.36,1140.48,346.15,2004.78,40127.26,4,Very Poor
818,553.47,443.13,1012.82,880.03,772.7,647.03,30929.95,4,Very Poor
819,923.44,496.59,873.39,963.25,237.3,3608.07,78747.35,4,Very Poor
820,492.98,191.28,487.7,499.93,108.32,3997.14,89662.58,4,Very Poor
821,759.98,450.48,824.49,1372.02,258.25,2117.81,37336.1,4,Very Poor
822,720.5,360.41,917.46,1051.76,476.78,1460.92,30630.49,4,Very Poor
823,588.92,338.29,989.03,984.15,464.92,1519.53,47490.75,4,Very Poor
824,631.75,189.68,832.03,786.79,802.03,1422.19,46146.3,4,Very Poor
825,495.44,378.73,884.09,909.33,616.94,2628.3,32400.08,4,Very Poor
826,1354.04,378.9,951.33,1784.17,643.54,2272.56,51075.83,4,Very Poor
827,208.54,274.21,431.73,275.92,213.01,1556.49,28281.74,4,Very Poor
828,412.7,422.63,863.0,707.66,358.42,1750.65,34963.65,4,Very Poor
829,887.37,532.89,609.63,688.5,536.61,3091.25,65105.2,4,Very Poor
830,561.38,395.02,467.78,533.4,456.15,1972.32,37876.88,4,Very Poor
831,853.09,599.78,1336.88,840.94,567.38,3298.34,39196.27,4,Very Poor
832,983.49,543.52,1019.69,580.94,528.91,1637.54,48388.68,4,Very Poor
833,469.45,481.24,915.66,708.44,495.04,3768.68,54765.52,4,Very Poor
834,325.66,468.74,1144.97,1179.33,317.31,1914.06,39203.15,4,Very Poor
835,334.77,306.2,858.32,329.87,275.28,1827.27,42624.95,4,Very Poor
836,573.87,293.82,665.97,595.62,286.75,292.76,40898.38,4,Very Poor
837,188.53,245.57,666.34,295.82,249.85,694.11,40741.76,4,Very Poor
838,288.49,360.63,932.81,592.51,389.91,2564.72,51453.29,4,Very Poor
839,638.0,339.96,543.82,515.34,388.04,1416.55,35949.49,4,Very Poor
840,589.76,274.73,926.27,1078.36,446.03,1910.46,31940.89,4,Very Poor
841,612.33,596.53,1738.99,627.82,62.6,1905.91,52027.1,4,Very Poor
842,1518.89,1015.36,1966.43,1827.45,350.72,2266.51,53063.0,4,Very Poor
843,789.11,261.31,622.89,885.37,527.04,1432.33,56435.92,4,Very Poor
844,789.75,242.12,258.61,748.63,406.78,2181.46,33354.56,4,Very Poor
845,1067.13,475.96,1299.03,837.46,483.4,2603.42,54293.94,4,Very Poor
846,802.7,544.75,894.33,882.86,425.42,3791.68,105508.01,4,Very Poor
847,750.92,286.36,637.75,495.37,358.65,2342.14,51029.82,4,Very Poor
848,668.18,467.31,1005.18,748.83,487.73,2223.27,67354.45,4,Very Poor
849,757.73,476.94,803.17,692.14,494.55,3465.18,35583.8,4,Very Poor
850,976.65,343.79,581.04,381.66,572.37,1800.12,53375.63,4,Very Poor
851,403.19,300.77,395.28,470.54,168.72,3003.55,54199.49,4,Very Poor
852,642.81,539.5,1027.32,1290.52,317.54,1771.45,34035.99,4,Very Poor
853,953.62,395.0,1378.32,953.2,319.91,1426.21,52151.75,4,Very Poor
854,506.7,350.26,782.24,468.54,274.71,1050.91,56749.93,4,Very Poor
855,941.2,600.25,1004.5,611.52,346.19,2602.0,39818.13,4,Very Poor
856,712.54,285.34,958.84,492.1,303.78,942.93,53359.82,4,Very Poor
857,907.58,644.58,619.19,807.55,527.07,2081.14,65306.07,4,Very Poor
858,841.06,565.4,999.71,759.56,589.97,2075.88,34238.88,4,Very Poor
859,697.41,285.51,713.4,981.98,404.7,3324.41,101817.65,4,Very Poor
860,746.85,387.08,1070.26,976.46,423.83,1833.1,50003.31,4,Very Poor
861,564.82,185.35,632.62,763.74,276.67,1089.97,44179.29,4,Very Poor
862,839.26,520.84,905.84,802.07,715.42,698.15,18912.87,4,Very Poor
863,1352.19,470.05,861.52,1040.17,745.42,2909.54,77989.5,4,Very Poor
864,918.28,590.02,652.85,598.37,602.84,2535.32,91088.39,4,Very Poor
865,867.74,305.06,756.66,576.04,395.37,1315.24,26271.3,4,Very Poor
866,539.84,279.18,735.87,499.04,370.04,848.17,29230.44,4,Very Poor
867,945.5,404.73,1063.03,997.24,866.31,2156.22,45513.14,4,Very Poor
868,909.58,504.55,1016.38,750.05,584.61,2115.0,59432.74,4,Very Poor
869,1090.52,571.74,1697.37,1705.81,644.12,2780.09,64562.3,4,Very Poor
870,434.87,399.17,798.0,894.81,126.85,1945.92,30684.71,4,Very Poor
871,794.78,476.17,977.25,705.81,379.59,1666.79,40261.55,4,Very Poor
872,298.63,317.36,1200.91,541.68,312.83,2130.37,37449.85,4,Very Poor
873,542.94,366.33,1089.29,710.74,717.5,4004.44,84998.12,4,Very Poor
874,976.54,555.93,861.41,906.15,303.54,2840.38,77762.49,4,Very Poor
875,424.36,327.34,547.49,295.08,687.66,1416.82,27299.89,4,Very Poor
876,481.7,276.51,402.63,618.58,355.61,1631.75,55710.86,4,Very Poor
877,1154.29,453.0,1182.98,1236.48,715.73,1890.05,27743.46,4,Very Poor
878,1205.16,480.5,1018.11,1368.74,618.89,873.09,9219.94,4,Very Poor
879,1014.85,541.29,1043.76,1048.22,514.29,1631.23,48956.84,4,Very Poor
880,648.76,562.25,1317.63,1129.56,302.47,2798.89,73929.88,4,Very Poor
881,1008.01,356.92,765.82,519.78,675.86,3507.64,86840.21,4,Very Poor
882,1076.72,428.94,893.64,508.48,344.55,1402.88,31585.02,4,Very Poor
883,487.49,237.58,696.48,597.08,369.31,1281.23,40426.49,4,Very Poor
884,751.98,427.09,539.76,537.42,466.24,430.24,9534.51,4,Very Poor
885,147.82,238.3,272.71,555.04,521.34,1788.58,59279.14,4,Very Poor
886,717.91,565.28,1370.88,525.79,324.05,2190.29,67748.9,4,Very Poor
887,501.1,214.91,515.79,766.0,754.36,2936.98,62099.25,4,Very Poor
888,883.25,593.05,1074.0,863.48,469.06,3263.53,76693.33,4,Very Poor
889,948.29,450.66,705.49,729.88,737.98,1789.47,39501.37,4,Very Poor
890,534.75,411.31,710.74,304.68,393.04,435.31,24463.53,4,Very Poor
891,496.67,267.14,1067.43,620.51,247.29,1804.25,31897.97,4,Very Poor
892,232.64,110.22,332.46,99.42,393.82,675.01,16749.5,4,Very Poor
893,365.03,121.07,631.11,603.28,162.37,1930.06,55722.81,4,Very Poor
894,671.55,252.68,602.29,291.84,393.43,2720.27,44494.91,4,Very Poor
895,660.36,363.49,674.69,609.82,392.17,1681.87,25712.66,4,Very Poor
896,946.51,554.21,1450.07,1099.41,436.0,1749.48,48244.87,4,Very Poor
897,706.74,143.76,349.88,562.44,329.56,2672.0,60933.83,4,Very Poor
898,703.88,299.82,653.33,608.84,484.71,1583.11,39640.91,4,Very Poor
899,910.54,243.04,487.32,560.97,621.3,2075.98,44206.91,4,Very Poor
900,534.8,422.25,588.19,730.67,475.86,2189.38,32803.29,4,Very Poor
901,351.93,296.83,859.07,621.52,228.39,4052.85,72384.91,4,Very Poor
902,1168.59,525.5,892.39,621.77,248.39,3291.43,87870.69,4,Very Poor
903,372.86,450.53,674.38,897.57,368.94,1856.41,45632.32,4,Very Poor
904,782.69,397.4,1097.15,1253.51,428.48,1033.04,22577.32,4,Very Poor
905,758.67,250.16,223.82,698.86,226.75,1392.45,33019.59,4,Very Poor
906,913.77,520.57,1421.17,1426.34,795.58,4597.32,109267.59,4,Very Poor
907,594.64,161.99,713.73,907.21,531.6,1549.15,41665.19,4,Very Poor
908,1203.49,417.31,1213.66,528.15,456.88,2776.5,53364.56,4,Very Poor
909,660.47,133.56,202.38,652.71,255.24,1009.33,32938.4,4,Very Poor
910,545.0,142.04,289.84,224.12,350.86,1788.82,24211.98,4,Very Poor
911,759.22,482.7,1037.87,649.75,636.84,2651.4,47964.89,4,Very Poor
912,855.1,342.61,1243.97,759.42,452.04,2798.12,68669.5,4,Very Poor
913,402.47,196.2,418.39,712.3,323.92,2480.87,68388.22,4,Very Poor
914,870.44,515.93,1506.04,1088.6,305.07,3753.11,78863.04,4,Very Poor
915,483.51,112.78,398.54,0.0,436.3,2609.15,40569.3,4,Very Poor
916,680.68,487.8,1150.09,719.52,312.95,1684.06,55423.04,4,Very Poor
917,1213.71,468.04,839.49,465.18,378.96,2384.61,84228.4,4,Very Poor
918,152.24,0.0,174.0,31.57,263.78,918.32,20355.88,4,Very Poor
919,1247.95,768.08,744.55,1032.56,547.5,2509.54,54076.9,4,Very Poor
920,393.16,279.27,1011.92,172.54,0.0,1312.31,50369.33,4,Very Poor
921,265.1,199.07,393.27,412.55,520.72,1307.48,39620.62,4,Very Poor
922,240.44,359.32,1242.31,1008.51,483.68,3633.79,44723.04,4,Very Poor
923,708.99,227.56,573.41,1074.03,329.83,1994.72,54043.2,4,Very Poor
924,900.7,278.65,1090.64,1013.62,629.29,2458.0,73933.57,4,Very Poor
925,558.16,215.63,632.74,880.93,556.8,2397.75,64751.65,4,Very Poor
926,1132.51,522.96,1794.1,1319.65,423.67,2985.18,60424.13,4,Very Poor
927,1474.19,552.38,984.66,1113.82,220.79,1320.45,31955.76,4,Very Poor
928,527.03,220.61,706.64,438.64,256.82,2126.5,59957.3,4,Very Poor
929,584.33,459.0,599.27,751.08,310.36,1066.1,3497.8,4,Very Poor
930,790.58,391.2,1152.85,583.4,874.87,1780.29,53584.48,4,Very Poor
931,1176.02,527.54,1692.38,989.41,606.32,1958.07,39455.8,4,Very Poor
932,1218.97,474.59,778.29,1572.92,917.71,2219.76,48541.15,4,Very Poor
933,843.25,620.98,1630.22,1411.49,555.4,939.59,32208.85,4,Very Poor
934,820.41,296.5,634.58,867.16,645.77,3232.39,74688.32,4,Very Poor
935,1060.86,445.2,941.89,557.06,393.4,1485.15,36610.16,4,Very Poor
936,1015.33,629.19,946.36,1252.61,550.38,3070.9,59215.51,4,Very Poor
937,636.1,304.68,381.07,409.46,333.07,2012.78,67302.79,4,Very Poor
938,967.83,406.29,931.04,1077.99,639.87,1894.4,41023.82,4,Very Poor
939,661.27,259.61,801.43,866.23,420.68,2213.19,38895.55,4,Very Poor
940,817.47,352.33,1147.09,913.6,241.27,1834.28,52662.83,4,Very Poor
941,0.0,477.95,1050.87,456.2,398.7,1980.44,97491.75,4,Very Poor
942,1071.56,517.19,1225.68,900.21,560.87,2196.35,59283.19,4,Very Poor
943,860.73,534.27,849.64,1219.07,577.79,3055.1,53423.19,4,Very Poor
944,1117.95,483.31,864.63,473.49,346.03,1215.74,26215.38,4,Very Poor
945,1156.0,508.5,1451.31,1168.86,420.39,1611.04,34094.15,4,Very Poor
946,555.98,307.43,952.22,318.31,190.0,1444.5,34175.36,4,Very Poor
947,872.66,575.5,1112.63,1010.25,324.29,2923.16,51063.14,4,Very Poor
948,1109.14,619.23,925.78,626.61,551.71,2804.32,60487.66,4,Very Poor
949,532.02,269.24,988.92,644.05,291.23,2221.2,62552.75,4,Very Poor
950,357.46,329.42,1581.61,1068.5,535.4,2392.56,64813.67,4,Very Poor
951,634.02,603.34,1035.07,877.52,400.45,3279.29,65292.12,4,Very Poor
952,939.53,424.47,812.72,905.33,411.9,2401.9,33210.63,4,Very Poor
953,302.51,531.53,796.14,1074.09,198.45,1145.72,39053.79,4,Very Poor
954,575.84,330.88,1242.91,966.19,415.9,2268.94,53921.82,4,Very Poor
955,1055.32,201.78,661.49,816.34,306.42,2984.48,45275.41,4,Very Poor
956,703.58,327.75,903.8,621.38,343.03,3268.44,59703.25,4,Very Poor
957,1200.71,660.68,1790.4,1022.59,406.07,3352.84,70581.34,4,Very Poor
958,1000.94,410.99,811.95,953.76,443.99,2644.11,70317.81,4,Very Poor
959,575.56,376.03,507.83,667.04,428.41,3879.81,96287.92,4,Very Poor
960,407.41,418.36,1070.27,1154.14,401.01,2776.6,68079.94,4,Very Poor
961,430.57,249.27,990.54,704.08,179.97,341.4,23788.32,4,Very Poor
962,600.44,337.62,731.0,171.31,370.27,1128.86,25506.62,4,Very Poor
963,566.33,454.72,1536.9,956.91,615.88,1729.89,42016.63,4,Very Poor
964,222.15,131.22,343.6,346.61,350.05,1827.23,60970.66,4,Very Poor
965,872.21,479.31,799.47,698.37,127.83,2037.42,32001.39,4,Very Poor
966,857.96,551.84,1102.79,1531.39,873.5,2456.88,30388.69,4,Very Poor
967,575.91,461.14,664.54,753.31,487.74,3139.1,51929.58,4,Very Poor
968,1002.88,565.12,1018.81,1060.87,374.39,2901.9,73309.72,4,Very Poor
969,619.92,293.77,891.38,683.5,749.92,692.54,39959.54,4,Very Poor
970,637.31,431.66,787.56,769.65,319.92,2805.06,93404.59,4,Very Poor
971,658.19,390.53,809.2,908.06,439.71,2445.34,55448.24,4,Very Poor
972,722.36,219.16,873.35,1006.4,569.17,2169.01,50757.53,4,Very Poor
973,429.66,238.09,541.83,491.92,366.57,2718.72,32556.04,4,Very Poor
974,677.14,400.13,1074.06,908.07,391.62,3166.69,93189.89,4,Very Poor
975,987.26,300.4,718.5,811.87,454.19,1396.42,61981.47,4,Very Poor
976,417.68,274.32,392.77,710.37,237.29,2764.41,56237.95,4,Very Poor
977,1137.82,458.36,985.46,792.6,443.75,2298.4,90197.18,4,Very Poor
978,1049.17,322.98,465.48,717.18,503.15,2246.68,51221.73,4,Very Poor
979,181.17,45.45,132.59,263.48,245.81,1691.28,59227.81,4,Very Poor
980,902.23,323.63,698.15,577.52,503.54,3370.65,76509.84,4,Very Poor
981,859.22,634.87,875.91,763.44,511.73,2621.48,55758.97,4,Very Poor
982,662.49,338.73,791.8,829.33,590.68,2353.07,47684.93,4,Very Poor
983,335.76,259.96,709.27,828.49,359.91,2139.74,59423.02,4,Very Poor
984,460.97,356.55,520.06,524.79,172.4,1379.31,35722.04,4,Very Poor
985,1013.16,361.43,886.51,688.39,502.64,2061.14,56656.54,4,Very Poor
986,467.06,353.26,1105.94,491.16,260.2,1690.94,56739.71,4,Very Poor
987,718.84,334.32,1163.42,1270.68,374.62,3960.01,63637.64,4,Very Poor
988,1382.49,605.46,1555.56,1653.63,473.9,1931.84,54352.37,4,Very Poor
989,904.89,273.65,614.09,509.74,694.74,1578.66,28853.07,4,Very Poor
990,366.48,301.58,981.66,639.4,806.7,3511.25,48174.11,4,Very Poor
991,713.95,289.99,767.45,909.55,486.58,2546.23,29415.24,4,Very Poor
992,578.54,418.96,789.42,850.04,379.64,1500.65,66459.42,4,Very Poor
993,718.88,306.99,1275.2,795.37,195.8,1286.5,67431.64,4,Very Poor
994,577.52,356.08,1352.23,966.95,195.96,2125.9,30975.45,4,Very Poor
995,1216.9,584.79,1228.1,930.72,703.67,2221.97,37493.01,4,Very Poor
996,820.61,546.23,1082.0,905.85,279.23,2002.17,38752.03,4,Very Poor
997,790.93,358.43,965.72,1021.4,521.11,2452.73,45472.2,4,Very Poor
998,754.63,719.29,1265.25,1055.75,492.09,1660.34,43452.32,4,Very Poor
999,870.68,405.2,549.69,916.2,543.96,1954.91,44182.33,4,Very Poor
1000,590.73,428.73,1202.59,688.46,304.37,1011.31,37191.77,4,Very Poor
